
Mostarda folha crua,Colher de sopa,10,gramas,18,93,3,2.1,0.2,NULL,1.9,3,38.6,68,1.1,NULL,364,16,0.05,0.04,NULL
Nhoque de batata cozido,Colher de sopa,25,gramas,181,55,37,5.9,1.9,0.6,1.8,7,NULL,11,1.6,15,164,18,0.08,NULL,NULL
Nhoque de batata cozido com sal,Colher de sopa,25,gramas,181,55,37,5.9,1.9,0.6,1.8,400,NULL,11,1.6,15,164,18,0.08,NULL,NULL
Nabo cru,Fatia média,3,gramas,18,94,4,1.2,0.1,NULL,2.6,2,9.6,42,0.2,NULL,280,15,0.07,NULL,NULL
Palmito juraça em conserva,Colher de sopa,15,gramas,23,91,4,1.8,0.4,0.1,3.2,514,2.0,58,0.3,NULL,244,34,0.06,0.04,NULL
Palmito pupunha em conserva,Colher de sopa,15,gramas,29,89,6,2.5,0.5,NULL,2.6,563,8.7,32,0.2,NULL,206,25,0.03,NULL,NULL
Pão de queijo assado,Unidade média,30,gramas,363,34,34,5.1,24.6,NULL,0.6,773,NULL,102,0.3,61,93,8,0.04,0.10,NULL
Pepino cru,Fatia média,3,gramas,10,97,2,0.9,NULL,NULL,1.1,NULL,5.0,10,0.1,2,154,9,NULL,0.03,NULL
Pimentão amarelo cru,Colher de sopa,15,gramas,28,92,6,1.2,0.4,NULL,1.9,NULL,201.4,10,0.4,20,221,11,0.04,0.03,NULL
Pimentão verde cru,Colher de sopa,16,gramas,21,94,5,1.1,0.2,NULL,2.6,NULL,100.2,9,0.4,23,174,8,NULL,NULL,NULL
Pimentão vermelho cru,Colher de sopa,17,gramas,23,93,5,1.0,0.1,NULL,1.6,NULL,158.2,6,0.3,43,211,11,0.05,0.06,NULL
Polvilho doce,Colher de sopa,15,gramas,351,13,87,0.4,NULL,NULL,0.2,2,NULL,27,0.5,NULL,38,4,NULL,NULL,NULL
Quiabo cru,Colher de sopa,30,gramas,30,91,6,1.9,0.3,NULL,4.6,1,5.6,112,0.4,25,249,50,0.10,NULL,NULL
Rabanete cru,Colher de sopa,35,gramas,14,95,3,1.4,0.1,NULL,2.2,11,9.6,21,0.4,NULL,328,10,0.06,0.02,NULL
Repolho branco cru,Colher de sopa,10,gramas,17,95,4,0.9,0.1,NULL,1.9,4,18.7,35,0.2,3,150,9,NULL,0.03,NULL
Repolho roxo cru,Colher de sopa,10,gramas,31,90,7,1.9,0.1,NULL,2.0,2,43.2,44,0.5,NULL,328,18,0.07,NULL,NULL
Repolho roxo refogado,Colher de sopa,10,gramas,42,89,8,1.8,1.2,0.2,1.8,3,40.5,43,0.5,NULL,321,17,0.07,NULL,0.63
Repolho roxo refogado com sal,Colher de sopa,10,gramas,42,89,8,1.8,1.2,0.2,1.8,400,40.5,43,0.5,NULL,321,17,0.07,NULL,0.63
Rúcula crua,Colher de sopa,10,gramas,13,95,2,1.8,0.1,NULL,1.7,9,46.3,117,0.9,266,233,18,0.04,NULL,0.35
Salsa crua,Colher de sopa,10,gramas,33,89,6,3.3,0.6,0.1,1.9,2,51.7,179,3.2,872,711,21,0.12,0.15,0.72
Seleta de legumes enlatada,xícara de chá,130,gramas,57,82,13,3.4,0.4,0.1,3.1,398,NULL,16,1.1,122,122,16,0.03,NULL,3.72
Serralha crua,Colher de sopa,10,gramas,30,90,5,2.7,0.7,0.1,3.5,19,1.5,126,1.3,567,265,30,NULL,0.11,NULL
Taioba crua,Colher de sopa,20,gramas,34,89,5,2.9,0.9,0.2,4.5,1,17.9,141,1.9,580,290,38,NULL,0.10,NULL
Serralha com sal,Colher de sopa,10,gramas,30,90,5,2.7,0.7,0.1,3.5,400,1.5,126,1.3,567,265,30,NULL,0.11,NULL
Taioba com sal,Colher de sopa,20,gramas,34,89,5,2.9,0.9,0.2,4.5,400,17.9,141,1.9,580,290,38,NULL,0.10,NULL
Tomate com semente cru,Fatia média,15,gramas,15,95,3,1.1,0.2,NULL,1.2,1,21.2,7,0.2,27,222,11,0.12,NULL,NULL
Extrato de tomate,Colher de sopa,20,gramas,61,80,15,2.4,0.2,NULL,2.8,498,18.0,29,2.1,83,680,29,NULL,NULL,2.42
Molho de tomate industrializado,Colher de sopa,20,gramas,38,88,8,1.4,0.9,0.1,3.1,418,2.7,12,1.6,38,388,17,NULL,NULL,NULL
Purê de tomate,Colher de sopa,20,gramas,28,91,7,1.4,NULL,NULL,1.0,104,5.4,13,1.3,45,308,15,NULL,NULL,1.18
Tomate salada,Fatia média,25,gramas,21,94,5,0.8,NULL,NULL,2.3,5,12.8,7,0.3,NULL,161,10,0.06,0.04,NULL
Vagem crua,Colher de sopa,20,gramas,25,92,5,1.8,0.2,NULL,2.4,NULL,1.2,41,0.4,16,208,18,NULL,0.08,NULL
Abacate cru picado,Colher de sopa,45,gramas,96,84,6,1.2,8.4,2.3,6.3,NULL,8.7,8,0.2,NULL,206,15,NULL,0.04,NULL
Abacaxi cru,Fatia média,75,gramas,48,86,12,0.9,0.1,NULL,1.0,NULL,34.6,22,0.3,NULL,131,18,0.17,0.02,NULL
Polpa de abacaxi congelada,"Sache ",100,Unidade,31,91,8,0.5,0.1,NULL,0.3,1,1.2,14,0.4,1,107,10,0.05,NULL,NULL
Abiu cru,Unidade,70,gramas,62,83,15,0.8,0.7,0.3,1.7,NULL,10.3,6,0.2,NULL,128,9,NULL,0.04,NULL
Polpa de açai com xarope de guaraná e glucose,Copo duplo,240,gramas,110,74,21,0.7,3.7,0.7,1.7,15,10.3,22,0.3,NULL,75,13,NULL,NULL,NULL
Polpa de açai congelada,taça pequena,100,gramas,58,89,6,0.8,3.9,0.7,2.6,5,NULL,35,0.4,NULL,124,17,NULL,0.04,NULL
Acerola crua,Unidade,12,gramas,33,91,8,0.9,0.2,NULL,1.5,NULL,941.4,13,0.2,124,165,13,NULL,0.04,1.38
Polpa de acerola congelada,"Sache ",100,gramas,22,94,6,0.6,NULL,NULL,0.7,1,623.2,8,0.2,96,112,9,NULL,0.10,NULL
Ameixa em calda,Unidade média,42,gramas,183,52,47,0.4,NULL,NULL,0.5,3,4.3,13,2.2,NULL,221,10,NULL,0.23,NULL
Ameixa crua,Unidade média,16,gramas,53,85,14,0.8,NULL,NULL,2.4,NULL,7.6,6,0.1,14,134,5,0.07,NULL,NULL
Ameixa em calda enlatada drenada,Unidade média,20,gramas,177,50,48,1.0,0.3,0.1,4.5,3,5.2,39,2.7,NULL,263,14,NULL,0.22,NULL
